GenBank Accession	TAIR7 Locus	Tested in AD	Tested in DB	Vector type 1	Vector type 2
BT000588	AT5G46250	AD	DB	pENTR Sfi (SpecR)	
BT000590	AT5G35560	AD	DB	pENTR Sfi (SpecR)	
BT000592	AT1G54920	AD	DB	pENTR Sfi (SpecR)	
BT000593	AT5G04590	AD	DB	pENTR Sfi (SpecR)	
BT000594	AT4G13840	AD	DB	pENTR Sfi (SpecR)	
BT000595	AT1G07940	AD	DB	pENTR Sfi (SpecR)	
BT000597	AT2G38490		DB	pENTR Sfi (SpecR)	
BT000598	AT5G60530	AD	DB	pENTR Sfi (SpecR)	
BT000599	AT1G11800	AD	DB	pENTR Sfi (SpecR)	
BT000600	AT5G63860	AD	DB	pENTR Sfi (SpecR)	
BT000601	AT1G14330	AD	DB	pENTR Sfi (SpecR)	
BT000602	AT3G49260	AD	DB	pENTR Sfi (SpecR)	
BT000603	AT4G16570	AD	DB	pENTR Sfi (SpecR)	
BT000604	AT3G60750	AD	DB	pENTR Sfi (SpecR)	
BT000605	AT5G49970	AD	DB	pENTR Sfi (SpecR)	
BT000606	AT1G76120	AD	DB	pENTR Sfi (SpecR)	
BT000607	AT3G26440	AD	DB	pENTR Sfi (SpecR)	
BT000608	AT5G18840	AD	DB	pENTR Sfi (SpecR)	
BT000609	AT2G16400	AD	DB	pENTR Sfi (SpecR)	
BT000611	AT1G60590	AD	DB	pENTR Sfi (SpecR)	
BT000612	AT5G58090	AD	DB	pENTR Sfi (SpecR)	
BT000613	AT2G39730	AD	DB	pENTR Sfi (SpecR)	
BT000614	AT3G21230		DB	pENTR Sfi (SpecR)	
BT000615	AT3G55870	AD	DB	pENTR Sfi (SpecR)	
BT000617	AT5G13610	AD	DB	pENTR Sfi (SpecR)	
BT000622	AT2G31750	AD	DB	pENTR Sfi (SpecR)	
BT000623	AT2G34960	AD	DB	pENTR Sfi (SpecR)	
BT000624	AT5G27380	AD	DB	pENTR Sfi (SpecR)	
BT000626	AT4G16650	AD	DB	pENTR Sfi (SpecR)	
BT000627	AT3G53540	AD	DB	pENTR Sfi (SpecR)	
BT000629	AT2G47750	AD	DB	pENTR Sfi (SpecR)	
BT000630	AT3G61130	AD	DB	pENTR Sfi (SpecR)	
BT000632	AT5G20250	AD	DB	pENTR Sfi (SpecR)	
BT000633	AT2G29210	AD	DB	pENTR Sfi (SpecR)	
BT000635	AT3G06450		DB	pENTR Sfi (SpecR)	
BT000636	AT5G57210	AD	DB	pENTR Sfi (SpecR)	
BT000637	AT2G44710	AD	DB	pENTR Sfi (SpecR)	
BT000638	AT1G61380	AD	DB	pENTR Sfi (SpecR)	
BT000639	AT3G13990	AD	DB	pENTR Sfi (SpecR)	
BT000640	AT1G26850		DB	pENTR Sfi (SpecR)	
BT000641	AT4G32520	AD	DB	pENTR Sfi (SpecR)	
BT000642	AT2G29670	AD	DB	pENTR Sfi (SpecR)	
BT000643	AT1G69830	AD	DB	pENTR Sfi (SpecR)	
BT000644	AT3G25660	AD	DB	pENTR Sfi (SpecR)	
BT000645	AT1G17720	AD	DB	pENTR Sfi (SpecR)	
BT000647	AT1G53310	AD	DB	pENTR Sfi (SpecR)	
BT000648	AT4G05180	AD	DB	pENTR Sfi (SpecR)	
BT000649	AT1G54290	AD	DB	pENTR Sfi (SpecR)	
BT000650	AT2G13540	AD	DB	pENTR Sfi (SpecR)	
BT000651	AT1G12270	AD	DB	pENTR Sfi (SpecR)	
BT000814	AT3G12610	AD	DB	pENTR Sfi (SpecR)	
BT000816	AT2G31260	AD	DB	pENTR Sfi (SpecR)	
BT000817	AT2G23450	AD	DB	pENTR Sfi (SpecR)	
BT000818	AT1G24510	AD	DB	pENTR Sfi (SpecR)	
BT000820	AT1G79470	AD	DB	pENTR Sfi (SpecR)	
BT000821	AT4G39980	AD	DB	pENTR Sfi (SpecR)	
BT000824	AT5G38690	AD	DB	pENTR Sfi (SpecR)	
BT000826	AT1G24764	AD	DB	pENTR Sfi (SpecR)	
BT000827	AT5G58430		DB	pENTR Sfi (SpecR)	
BT000831	AT1G65590	AD	DB	pENTR Sfi (SpecR)	
BT000832	AT5G16610	AD	DB	pENTR Sfi (SpecR)	
BT000833	AT5G58190		DB	pENTR Sfi (SpecR)	
BT000834	AT4G36490	AD	DB	pENTR Sfi (SpecR)	
BT000837	AT3G06540	AD	DB	pENTR Sfi (SpecR)	
BT000839	AT5G50850	AD	DB	pENTR Sfi (SpecR)	
BT000840	AT3G13060	AD	DB	pENTR Sfi (SpecR)	
BT000841	AT1G22640		DB	pENTR Sfi (SpecR)	
BT000842	AT4G34190	AD	DB	pENTR Sfi (SpecR)	
BT000843	AT1G75770	AD		pENTR Sfi (SpecR)	
BT000845	AT3G22500	AD	DB	pENTR Sfi (SpecR)	
BT000846	AT3G04420	AD	DB	pENTR Sfi (SpecR)	
BT000847	AT2G24540	AD	DB	pENTR Sfi (SpecR)	
BT000851	AT5G04800	AD	DB	pENTR Sfi (SpecR)	
BT000854	AT5G04430	AD	DB	pENTR Sfi (SpecR)	
BT000855	AT5G51140	AD	DB	pENTR Sfi (SpecR)	
BT000858	AT3G52155	AD	DB	pENTR Sfi (SpecR)	
BT000859	AT1G69890	AD	DB	pENTR Sfi (SpecR)	
BT000860	AT4G20760	AD	DB	pENTR Sfi (SpecR)	
BT000862	AT5G66920	AD	DB	pENTR Sfi (SpecR)	
BT000864	AT5G66040	AD	DB	pENTR Sfi (SpecR)	
BT000865	AT5G08139	AD	DB	pENTR Sfi (SpecR)	
BT000867	AT2G25920	AD	DB	pENTR Sfi (SpecR)	
BT000868	AT5G20150	AD	DB	pENTR Sfi (SpecR)	
BT000869	AT4G29800	AD	DB	pENTR Sfi (SpecR)	
BT000870	AT1G53510	AD	DB	pENTR Sfi (SpecR)	
BT000871	AT5G06320	AD	DB	pENTR Sfi (SpecR)	
BT000872	AT4G19450	AD	DB	pENTR Sfi (SpecR)	
BT000874	AT2G02450	AD	DB	pENTR Sfi (SpecR)	
BT000875	AT3G04810	AD	DB	pENTR Sfi (SpecR)	
BT000877	AT1G14700	AD	DB	pENTR Sfi (SpecR)	
BT000878	AT1G60490	AD	DB	pENTR Sfi (SpecR)	
BT000880	AT2G01270	AD	DB	pENTR Sfi (SpecR)	
BT000881	AT4G28750	AD		pENTR Sfi (SpecR)	
BT000883	AT1G50600	AD	DB	pENTR Sfi (SpecR)	
BT000884	AT2G34460	AD	DB	pENTR Sfi (SpecR)	
BT000885	AT5G56600	AD	DB	pENTR Sfi (SpecR)	
BT000886	AT1G09290	AD	DB	pENTR Sfi (SpecR)	
BT000887	AT4G19880	AD	DB	pENTR Sfi (SpecR)	
BT000888	AT3G50000	AD	DB	pENTR Sfi (SpecR)	
BT000889	AT1G66430	AD	DB	pENTR Sfi (SpecR)	
BT000890	AT3G23300	AD	DB	pENTR Sfi (SpecR)	
BT000891	AT5G10920	AD	DB	pENTR Sfi (SpecR)	
BT000892	AT3G14160	AD	DB	pENTR Sfi (SpecR)	
BT000895	AT3G61060	AD	DB	pENTR Sfi (SpecR)	
BT000896	AT5G63790	AD	DB	pENTR Sfi (SpecR)	
BT000897	AT2G40600	AD	DB	pENTR Sfi (SpecR)	
BT000899	AT2G45010	AD	DB	pENTR Sfi (SpecR)	
BT000900	AT2G21490	AD	DB	pENTR Sfi (SpecR)	
BT000901	AT1G72790	AD	DB	pENTR Sfi (SpecR)	
BT000902	AT2G44920	AD	DB	pENTR Sfi (SpecR)	
BT000903	AT2G30040	AD	DB	pENTR Sfi (SpecR)	
BT000904	AT2G45070	AD	DB	pENTR Sfi (SpecR)	
BT000907	AT1G22190	AD	DB	pENTR Sfi (SpecR)	
BT000908	AT2G03730	AD	DB	pENTR Sfi (SpecR)	
BT000909	AT3G52340	AD	DB	pENTR Sfi (SpecR)	
BT000911	AT2G17150	AD	DB	pENTR Sfi (SpecR)	
BT000913	AT5G10695	AD	DB	pENTR Sfi (SpecR)	
BT000914	AT3G44890	AD	DB	pENTR Sfi (SpecR)	
BT000915	AT3G63400	AD		pENTR Sfi (SpecR)	
BT000916	AT1G06240	AD	DB	pENTR Sfi (SpecR)	
BT000917	AT2G33390	AD	DB	pENTR Sfi (SpecR)	
BT000918	AT5G01640	AD	DB	pENTR Sfi (SpecR)	
BT000919	AT5G49910	AD	DB	pENTR Sfi (SpecR)	
BT000920	AT3G55260	AD	DB	pENTR Sfi (SpecR)	
BT000921	AT2G45050	AD	DB	pENTR Sfi (SpecR)	
BT000922	AT5G52240	AD	DB	pENTR Sfi (SpecR)	
BT000923	AT5G22330	AD	DB	pENTR Sfi (SpecR)	
BT000926	AT4G26910	AD	DB	pENTR Sfi (SpecR)	
BT000927	AT1G24440	AD	DB	pENTR Sfi (SpecR)	
BT000928	AT3G15220	AD	DB	pENTR Sfi (SpecR)	
BT000930	AT2G44080	AD	DB	pENTR Sfi (SpecR)	
BT000931	AT3G50110	AD	DB	pENTR Sfi (SpecR)	
BT000933	AT1G64530	AD	DB	pENTR Sfi (SpecR)	
BT000934	AT3G20230	AD	DB	pENTR Sfi (SpecR)	
BT000935	AT1G15470	AD	DB	pENTR Sfi (SpecR)	
BT000936	AT1G14120	AD	DB	pENTR Sfi (SpecR)	
BT000939	AT4G26870	AD	DB	pENTR Sfi (SpecR)	
BT000940	AT1G10360	AD	DB	pENTR Sfi (SpecR)	
BT000941	AT1G48410	AD	DB	pENTR Sfi (SpecR)	
BT000942	AT1G48450	AD	DB	pENTR Sfi (SpecR)	
BT000943	AT5G18400	AD	DB	pENTR Sfi (SpecR)	
BT000944	AT4G38770	AD	DB	pENTR Sfi (SpecR)	
BT000948	AT3G15095	AD	DB	pENTR Sfi (SpecR)	
BT000949	AT3G20210	AD	DB	pENTR Sfi (SpecR)	
BT000956	AT5G65940	AD	DB	pENTR Sfi (SpecR)	
BT000957	AT3G15850	AD	DB	pENTR Sfi (SpecR)	
BT000961	AT5G18310	AD	DB	pENTR Sfi (SpecR)	
BT000962	AT1G57990	AD	DB	pENTR Sfi (SpecR)	
BT000963	AT4G24760	AD	DB	pENTR Sfi (SpecR)	
BT000964	AT3G55240	AD	DB	pENTR Sfi (SpecR)	
BT000965	AT4G36690	AD	DB	pENTR Sfi (SpecR)	
BT000968	AT4G17890	AD	DB	pENTR Sfi (SpecR)	
BT000969	AT5G13090	AD	DB	pENTR Sfi (SpecR)	
BT000971	AT5G56790		DB	pENTR Sfi (SpecR)	
BT000972	AT3G23940	AD	DB	pENTR Sfi (SpecR)	
BT000973	AT1G57720	AD	DB	pENTR Sfi (SpecR)	
BT000974	AT1G59900	AD	DB	pENTR Sfi (SpecR)	
BT000975	AT4G38430	AD	DB	pENTR Sfi (SpecR)	
BT000977	AT3G56880	AD	DB	pENTR Sfi (SpecR)	
BT000978	AT3G49530	AD	DB	pENTR Sfi (SpecR)	
BT000980	AT2G05850	AD	DB	pENTR Sfi (SpecR)	
BT000981	AT1G21670	AD	DB	pENTR Sfi (SpecR)	
BT000983	AT2G20900	AD	DB	pENTR Sfi (SpecR)	
BT000984	AT5G17170		DB	pENTR Sfi (SpecR)	
BT000986	AT5G49945	AD	DB	pENTR Sfi (SpecR)	
BT000987	AT4G10840	AD		pENTR Sfi (SpecR)	
BT000988	AT3G08505	AD	DB	pENTR Sfi (SpecR)	
BT000989	AT1G77760	AD	DB	pENTR Sfi (SpecR)	
BT000990	AT2G44490	AD	DB	pENTR Sfi (SpecR)	
BT000992	AT4G09980	AD	DB	pENTR Sfi (SpecR)	
BT000994	AT1G76270	AD	DB	pENTR Sfi (SpecR)	
BT000997	AT1G63150	AD	DB	pENTR Sfi (SpecR)	
BT000999	AT1G49890	AD	DB	pENTR Sfi (SpecR)	
BT001000	AT3G16460	AD	DB	pENTR Sfi (SpecR)	
BT001002	AT1G06690	AD	DB	pENTR Sfi (SpecR)	
BT001003	AT4G36680	AD	DB	pENTR Sfi (SpecR)	
BT001004	AT5G10770	AD	DB	pENTR Sfi (SpecR)	
BT001006	AT5G67530	AD	DB	pENTR Sfi (SpecR)	
BT001009	AT5G14760	AD	DB	pENTR Sfi (SpecR)	
BT001010	AT3G22660		DB	pENTR Sfi (SpecR)	
BT001011	AT4G34700	AD	DB	pENTR Sfi (SpecR)	
BT001012	AT1G19950	AD	DB	pENTR Sfi (SpecR)	
BT001013	AT5G40210	AD	DB	pENTR Sfi (SpecR)	
BT001014	AT1G56180	AD	DB	pENTR Sfi (SpecR)	
BT001015	AT3G63200	AD	DB	pENTR Sfi (SpecR)	
BT001016	AT2G27860		DB	pENTR Sfi (SpecR)	
BT001023	AT1G12620	AD	DB	pENTR Sfi (SpecR)	
BT001024	AT3G06030	AD	DB	pENTR Sfi (SpecR)	
BT001025	AT2G46180	AD	DB	pENTR Sfi (SpecR)	
BT001026	AT2G40590	AD	DB	pENTR Sfi (SpecR)	
BT001027	AT2G29320	AD	DB	pENTR Sfi (SpecR)	
BT001028	AT2G30540	AD	DB	pENTR Sfi (SpecR)	
BT001029	AT2G04410	AD	DB	pENTR Sfi (SpecR)	
BT001031	AT1G14620	AD	DB	pENTR Sfi (SpecR)	
BT001032	AT3G54680	AD	DB	pENTR Sfi (SpecR)	
BT001033	AT4G25130	AD	DB	pENTR Sfi (SpecR)	
BT001034	AT3G53500	AD	DB	pENTR Sfi (SpecR)	
BT001036	AT5G47840	AD	DB	pENTR Sfi (SpecR)	
BT001037	AT5G19750	AD	DB	pENTR Sfi (SpecR)	
BT001039	AT1G09730	AD	DB	pENTR Sfi (SpecR)	
BT001040	AT2G03480	AD	DB	pENTR Sfi (SpecR)	
BT001041	AT2G44530	AD	DB	pENTR Sfi (SpecR)	
BT001042	AT1G34430	AD	DB	pENTR Sfi (SpecR)	
BT001043	AT5G23940	AD	DB	pENTR Sfi (SpecR)	
BT001045	AT5G36220		DB	pENTR Sfi (SpecR)	
BT001046	AT2G30750	AD	DB	pENTR Sfi (SpecR)	
BT001048	AT1G62020	AD	DB	pENTR Sfi (SpecR)	
BT001049	AT4G18880	AD	DB	pENTR Sfi (SpecR)	
BT001050	AT1G17920	AD	DB	pENTR Sfi (SpecR)	
BT001051	AT3G47030	AD	DB	pENTR Sfi (SpecR)	
BT001055	AT5G66055	AD	DB	pENTR Sfi (SpecR)	
BT001056	AT4G13980	AD	DB	pENTR Sfi (SpecR)	
BT001058	AT3G15410	AD	DB	pENTR Sfi (SpecR)	
BT001059	AT1G15060	AD	DB	pENTR Sfi (SpecR)	
BT001060	AT4G23260	AD	DB	pENTR Sfi (SpecR)	
BT001061	AT3G12380	AD	DB	pENTR Sfi (SpecR)	
BT001062	AT1G55590	AD	DB	pENTR Sfi (SpecR)	
BT001067	AT4G16760	AD	DB	pENTR Sfi (SpecR)	
BT001068	AT3G20080	AD	DB	pENTR Sfi (SpecR)	
BT001069	AT5G66420	AD	DB	pENTR Sfi (SpecR)	
BT001070	AT1G71710	AD	DB	pENTR Sfi (SpecR)	
BT001071	AT5G66560	AD	DB	pENTR Sfi (SpecR)	
BT001072	AT5G62000	AD	DB	pENTR Sfi (SpecR)	
BT001073	AT1G16750	AD	DB	pENTR Sfi (SpecR)	
BT001074	AT5G21105	AD	DB	pENTR Sfi (SpecR)	
BT001075	AT3G63110	AD	DB	pENTR Sfi (SpecR)	
BT001076	AT4G17230	AD	DB	pENTR Sfi (SpecR)	
BT001077	AT2G25730	AD	DB	pENTR Sfi (SpecR)	
BT001078	AT3G59010	AD	DB	pENTR Sfi (SpecR)	
BT001079	AT2G32120	AD	DB	pENTR Sfi (SpecR)	
BT001081	AT1G19870	AD	DB	pENTR Sfi (SpecR)	
BT001083	AT5G41750		DB	pENTR Sfi (SpecR)	
BT001084	AT1G34300		DB	pENTR Sfi (SpecR)	
BT001085	AT4G10060		DB	pENTR Sfi (SpecR)	
BT001086	AT5G04480	AD	DB	pENTR Sfi (SpecR)	
BT001088	AT2G38950	AD	DB	pENTR Sfi (SpecR)	
BT001089	AT1G18460	AD	DB	pENTR Sfi (SpecR)	
BT001090	AT5G37510	AD	DB	pENTR Sfi (SpecR)	
BT001091	AT5G52640	AD	DB	pENTR Sfi (SpecR)	
BT001092	AT2G05230	AD	DB	pENTR Sfi (SpecR)	
BT001093	AT4G22540	AD	DB	pENTR Sfi (SpecR)	
BT001094	AT5G67280	AD	DB	pENTR Sfi (SpecR)	
BT001095	AT5G56010	AD	DB	pENTR Sfi (SpecR)	
BT001099	AT4G24500	AD		pENTR Sfi (SpecR)	
BT001100	AT4G31550	AD	DB	pENTR Sfi (SpecR)	
BT001101	AT1G75180	AD	DB	pENTR Sfi (SpecR)	
BT001109	AT4G22230	AD	DB	pENTR Sfi (SpecR)	
BT001114	AT3G28480	AD	DB	pENTR Sfi (SpecR)	
BT001115	AT1G01010	AD	DB	pENTR Sfi (SpecR)	
BT001116	AT2G13800		DB	pENTR Sfi (SpecR)	
BT001117	AT3G05970	AD	DB	pENTR Sfi (SpecR)	
BT001118	AT2G07050	AD	DB	pENTR Sfi (SpecR)	
BT001119	AT5G60920		DB	pENTR Sfi (SpecR)	
BT001122	AT1G80050		DB	pENTR Sfi (SpecR)	
BT001123	AT2G04780	AD	DB	pENTR Sfi (SpecR)	
BT001124	AT3G19895	AD	DB	pENTR Sfi (SpecR)	
BT001126	AT2G43760	AD	DB	pENTR Sfi (SpecR)	
BT001127	AT4G31930	AD	DB	pENTR Sfi (SpecR)	
BT001129	AT3G19030	AD	DB	pENTR Sfi (SpecR)	
BT001130	AT5G16010	AD	DB	pENTR Sfi (SpecR)	
BT001133	AT4G01570	AD	DB	pENTR Sfi (SpecR)	
BT001135	AT2G05380	AD	DB	pENTR Sfi (SpecR)	
BT001138	AT5G58300	AD	DB	pENTR Sfi (SpecR)	
BT001139	AT5G63620	AD	DB	pENTR Sfi (SpecR)	
BT001140	AT4G02580	AD	DB	pENTR Sfi (SpecR)	
BT001141	AT2G34050		DB	pENTR Sfi (SpecR)	
BT001142	AT2G44670	AD	DB	pENTR Sfi (SpecR)	
BT001146	AT4G11980	AD	DB	pENTR Sfi (SpecR)	
BT001147	AT1G32440	AD	DB	pENTR Sfi (SpecR)	
BT001148	AT1G22700	AD	DB	pENTR Sfi (SpecR)	
BT001149	AT4G18030	AD	DB	pENTR Sfi (SpecR)	
BT001150	AT5G19580	AD	DB	pENTR Sfi (SpecR)	
BT001151	AT1G03000	AD	DB	pENTR Sfi (SpecR)	
BT001153	AT4G17520	AD			pENTR TOPO(KanR)
BT001154	AT5G61450	AD			pENTR TOPO(KanR)
BT001155	AT2G18465	AD	DB		pENTR TOPO(KanR)
BT001156	AT3G02530	AD			pENTR TOPO(KanR)
BT001157	AT5G56170	AD	DB		pENTR TOPO(KanR)
BT001159	AT1G73670	AD	DB		pENTR TOPO(KanR)
BT001160	AT1G24100	AD			pENTR TOPO(KanR)
BT001163	AT5G42960	AD			pENTR TOPO(KanR)
BT001164	AT5G24640	AD	DB		pENTR TOPO(KanR)
BT001165	AT4G02890	AD			pENTR TOPO(KanR)
BT001166	AT1G65150	AD	DB		pENTR TOPO(KanR)
BT001167	AT2G14880	AD	DB		pENTR TOPO(KanR)
BT001169	AT1G27435	AD	DB		pENTR TOPO(KanR)
BT001170	AT4G18700	AD	DB		pENTR TOPO(KanR)
BT001171	AT3G23570	AD	DB		pENTR TOPO(KanR)
BT001173	AT3G59640	AD			pENTR TOPO(KanR)
BT001174	AT2G17265	AD	DB		pENTR TOPO(KanR)
BT001175	AT5G20060	AD	DB		pENTR TOPO(KanR)
BT001176	AT3G59690	AD	DB		pENTR TOPO(KanR)
BT001177	AT2G18020	AD	DB		pENTR TOPO(KanR)
BT001178	AT2G20490	AD	DB		pENTR TOPO(KanR)
BT001179	AT4G30470	AD			pENTR TOPO(KanR)
BT001180	AT1G27530	AD	DB		pENTR TOPO(KanR)
BT001182	AT4G05100	AD			pENTR TOPO(KanR)
BT001187	AT3G15690	AD	DB		pENTR TOPO(KanR)
BT001188	AT5G65900	AD	DB		pENTR TOPO(KanR)
BT001189	AT1G20225	AD			pENTR TOPO(KanR)
BT001190	AT4G01610	AD			pENTR TOPO(KanR)
BT001191	AT3G63490	AD			pENTR TOPO(KanR)
BT001192	AT3G21640	AD			pENTR TOPO(KanR)
BT001193	AT3G23390	AD	DB		pENTR TOPO(KanR)
BT001194	AT2G31070	AD			pENTR TOPO(KanR)
BT001195	AT3G12490	AD			pENTR TOPO(KanR)
BT001197	AT5G19770	AD	DB		pENTR TOPO(KanR)
BT001198	AT4G34290	AD			pENTR TOPO(KanR)
BT001199	AT4G21810	AD			pENTR TOPO(KanR)
BT001200	AT5G37475	AD	DB		pENTR TOPO(KanR)
BT001201	AT3G15980	AD	DB		pENTR TOPO(KanR)
BT001202	AT4G00355	AD			pENTR TOPO(KanR)
BT001203	AT3G11500	AD			pENTR TOPO(KanR)
BT001204	AT4G38770	AD	DB		pENTR TOPO(KanR)
BT001206	AT3G48590	AD	DB		pENTR TOPO(KanR)
BT001207	AT3G15950	AD	DB		pENTR TOPO(KanR)
BT001208	AT3G15290	AD	DB		pENTR TOPO(KanR)
BT001209	AT5G14310	AD	DB		pENTR TOPO(KanR)
BT001211	AT5G49890	AD			pENTR TOPO(KanR)
BT001212	AT5G28540	AD	DB		pENTR TOPO(KanR)
BT001213	AT1G13270	AD	DB		pENTR TOPO(KanR)
BT001214	AT5G38520	AD	DB		pENTR TOPO(KanR)
BT001215	AT2G02070	AD			pENTR TOPO(KanR)
BT001216	AT5G58930	AD			pENTR TOPO(KanR)
BT001217	AT3G21710	AD	DB		pENTR TOPO(KanR)
BT001218	AT1G15020	AD	DB		pENTR TOPO(KanR)
BT001221	AT2G25840	AD			pENTR TOPO(KanR)
BT001222	AT1G49360	AD	DB		pENTR TOPO(KanR)
BT001223	AT3G13930	AD	DB		pENTR TOPO(KanR)
BT001225	AT1G77480	AD			pENTR TOPO(KanR)
BT001226	AT3G02560	AD			pENTR TOPO(KanR)
BT001229	AT5G66080	AD			pENTR TOPO(KanR)
BT001230	AT2G17840	AD	DB		pENTR TOPO(KanR)
BT001232	AT4G18340	AD	DB		pENTR TOPO(KanR)
BT001233	AT3G57540	AD	DB		pENTR TOPO(KanR)
BT001235	AT4G21440	AD	DB		pENTR TOPO(KanR)
BT001236	AT1G75020	AD	DB		pENTR TOPO(KanR)
BT001237	AT1G68010	AD	DB		pENTR TOPO(KanR)
BT001238	AT2G38390	AD	DB		pENTR TOPO(KanR)
BT001239	AT3G01150	AD	DB		pENTR TOPO(KanR)
BT001240	AT2G04940	AD	DB		pENTR TOPO(KanR)
BT001241	AT5G14790	AD	DB		pENTR TOPO(KanR)
BT001242	AT3G58010	AD	DB		pENTR TOPO(KanR)
BT001243	AT2G21250	AD	DB		pENTR TOPO(KanR)
BT001244	AT2G37540	AD	DB		pENTR TOPO(KanR)
BT001245	AT5G42150	AD	DB		pENTR TOPO(KanR)
BT001246	AT4G04880	AD	DB		pENTR TOPO(KanR)
BT001247	AT2G04530	AD	DB		pENTR TOPO(KanR)
BT001248	AT1G73240	AD	DB		pENTR TOPO(KanR)
BT001249	AT3G17440	AD	DB		pENTR TOPO(KanR)
BT001250	AT1G01750	AD	DB		pENTR TOPO(KanR)
BT001251	AT3G57785	AD	DB		pENTR TOPO(KanR)
BT001252	AT1G13750	AD	DB		pENTR TOPO(KanR)
BT001905	AT4G05420	AD	DB	pENTR Sfi (SpecR)	
BT001906	AT2G27760	AD	DB	pENTR Sfi (SpecR)	
BT001907	AT1G02160	AD	DB	pENTR Sfi (SpecR)	
BT001908	AT3G17940	AD	DB	pENTR Sfi (SpecR)	
BT001909	AT5G55700	AD	DB	pENTR Sfi (SpecR)	
BT001910	AT3G52890	AD	DB	pENTR Sfi (SpecR)	
BT001911	AT1G29800	AD	DB	pENTR Sfi (SpecR)	
BT001912	AT5G53970	AD	DB	pENTR Sfi (SpecR)	
BT001913	AT1G76710	AD	DB	pENTR Sfi (SpecR)	
BT001914	AT1G80840		DB	pENTR Sfi (SpecR)	
BT001915	AT3G02090	AD	DB	pENTR Sfi (SpecR)	
BT001916	AT5G60120	AD	DB	pENTR Sfi (SpecR)	
BT001918	AT2G38400	AD	DB	pENTR Sfi (SpecR)	
BT001919	AT2G40010	AD	DB	pENTR Sfi (SpecR)	
BT001922	AT5G15070	AD	DB	pENTR Sfi (SpecR)	
BT001923	AT5G24400	AD	DB	pENTR Sfi (SpecR)	
BT001924	AT3G61360	AD	DB	pENTR Sfi (SpecR)	
BT001925	AT3G12350	AD	DB	pENTR Sfi (SpecR)	
BT001926	AT5G15840	AD	DB	pENTR Sfi (SpecR)	
BT001927	AT4G26520	AD	DB	pENTR Sfi (SpecR)	
BT001928	AT1G73350	AD	DB	pENTR Sfi (SpecR)	
BT001929	AT4G25720	AD	DB	pENTR Sfi (SpecR)	
BT001930	AT4G28110	AD	DB	pENTR Sfi (SpecR)	
BT001931	AT4G39800	AD	DB	pENTR Sfi (SpecR)	
BT001932	AT2G23420	AD	DB	pENTR Sfi (SpecR)	
BT001933	AT2G05100	AD	DB	pENTR Sfi (SpecR)	
BT001934	AT3G58600	AD	DB	pENTR Sfi (SpecR)	
BT001935	AT4G26070	AD	DB	pENTR Sfi (SpecR)	
BT001937	AT3G20430	AD	DB	pENTR Sfi (SpecR)	
BT001938	AT1G07250	AD	DB	pENTR Sfi (SpecR)	
BT001939	AT2G20850	AD	DB	pENTR Sfi (SpecR)	
BT001940	AT4G36290	AD	DB	pENTR Sfi (SpecR)	
BT001941	AT3G19960	AD	DB	pENTR Sfi (SpecR)	
BT001943	AT2G44970	AD	DB	pENTR Sfi (SpecR)	
BT001944	AT5G56030	AD	DB	pENTR Sfi (SpecR)	
BT001946	AT3G62980	AD	DB	pENTR Sfi (SpecR)	
BT001949	AT2G32530	AD	DB	pENTR Sfi (SpecR)	
BT001950	AT4G24280	AD	DB	pENTR Sfi (SpecR)	
BT001951	AT3G49560	AD	DB	pENTR Sfi (SpecR)	
BT001952	AT3G46060	AD	DB	pENTR Sfi (SpecR)	
BT001954	AT2G28510	AD	DB	pENTR Sfi (SpecR)	
BT001956	AT1G79840	AD	DB	pENTR Sfi (SpecR)	
BT001957	AT1G28660	AD	DB	pENTR Sfi (SpecR)	
BT001958	AT1G69550	AD	DB	pENTR Sfi (SpecR)	
BT001959	AT1G73480	AD	DB	pENTR Sfi (SpecR)	
BT001960	AT1G61120	AD	DB	pENTR Sfi (SpecR)	
BT001961	AT3G56150	AD	DB	pENTR Sfi (SpecR)	
BT001963	AT2G26970	AD	DB	pENTR Sfi (SpecR)	
BT001964	AT1G71840	AD	DB	pENTR Sfi (SpecR)	
BT001965	AT2G37980	AD	DB	pENTR Sfi (SpecR)	
BT001966	AT4G38550	AD	DB	pENTR Sfi (SpecR)	
BT001967	AT1G21250	AD	DB	pENTR Sfi (SpecR)	
BT001969	AT4G30190	AD	DB	pENTR Sfi (SpecR)	
BT001970	AT1G49430	AD	DB	pENTR Sfi (SpecR)	
BT001972	AT1G60200	AD	DB	pENTR Sfi (SpecR)	
BT001973	AT5G64500	AD	DB	pENTR Sfi (SpecR)	
BT001974	AT3G15380	AD	DB	pENTR Sfi (SpecR)	
BT001976	AT3G47580	AD	DB	pENTR Sfi (SpecR)	
BT001977	AT5G67240	AD	DB	pENTR Sfi (SpecR)	
BT001978	AT5G35220	AD	DB	pENTR Sfi (SpecR)	
BT001979	AT4G30130	AD		pENTR Sfi (SpecR)	
BT001980	AT1G11910	AD		pENTR Sfi (SpecR)	
BT002075	AT1G44446	AD	DB		pENTR TOPO(KanR)
BT002077	AT3G15530	AD	DB		pENTR TOPO(KanR)
BT002079	AT3G14860	AD	DB		pENTR TOPO(KanR)
BT002080	AT1G73540	AD	DB		pENTR TOPO(KanR)
BT002081	AT4G12330	AD	DB		pENTR TOPO(KanR)
